180.35,11.633
675.678,10.809
778.049,10.976
896.4,8.771
569.842,25.316
480.97,30.275
92.25,53.459
250.553,61.136
848.45,68.649
646.652,73.489
332.314,95.025
449.208,105.092
942.507,100.886
750.266,113.398
541.175,114.766
171.758,138.085
268.355,160.573
673.488,160.473
857.732,171.758
395.84,179.366
982.303,176.096
44.596,176.681
591.288,199.279
129.279,222.035
225.541,240.767
718.1,243.605
997.832,234.417
313.052,254.005
815.248,261.102
920.972,260.695
513.377,266.701
406.14,267.452
70.051,289.876
643.596,323.22
745.466,322.159
445.324,334.505
184.673,333.605
997.72,333.457
289.274,351.363
849.624,354.277
11.261,354.949
545.822,366.719
101.302,383.839
371.983,399.271
735.823,412.626
931.199,402.378
215.277,415.887
841.792,443.795
645.236,444.239
22.185,450.255
475.499,438.692
119.875,462.766
301.32,473.408
551.524,480.372
760.605,511.936
941.374,500.966
414.034,506.614
184.949,521.01
654.857,545.944
264.101,570.234
74.938,573.464
852.516,584.74
460.335,586.547
361.576,593.72
938.547,599.172
571.987,603.916
173.313,613.969
738.211,621.126
485.366,669.094
52.002,668.949
246.231,676.993
610.616,689.079
381.766,692.164
903.688,701.719
146.268,699.327
700.326,715.957
295.614,753.614
986.373,751.164
92.631,771.575
193.174,774.418
841.997,776.126
395.145,781.475
586.883,787.997
745.506,805.129
491.749,812.903
2.195,808.049
266.449,845.339
972.514,842.582
134.745,848.214
666.341,852.484
861.129,878.992
42.488,891.493
590.311,900.23
495.642,907.224
396.388,902.532
768.118,905.674
928.848,930.335
146.915,948.129
676.787,950.685
247.001,954.799
851.493,984.562
74.024,988.216
761.053,988.144
471.11,990.879
993.264,991.463
358.112,996.076
581.707,998.018
